Time (ms),3xAA,4xAA,2xAA,Time (minutes),3xAA (V),4xAA (V),2xAA (V)
27122361,470,465,420,452.03935,2.294921875,2.2705078125,2.05078125
27127362,470,465,417,452.1227,2.294921875,2.2705078125,2.0361328125
27132363,471,465,418,452.20605,2.2998046875,2.2705078125,2.041015625
27137366,470,465,418,452.2894333333,2.294921875,2.2705078125,2.041015625
27142367,471,465,419,452.3727833333,2.2998046875,2.2705078125,2.0458984375
27147368,471,465,418,452.4561333333,2.2998046875,2.2705078125,2.041015625
27152369,471,465,418,452.5394833333,2.2998046875,2.2705078125,2.041015625
27157370,471,465,420,452.6228333333,2.2998046875,2.2705078125,2.05078125
27162372,471,465,418,452.7062,2.2998046875,2.2705078125,2.041015625
27167373,470,465,417,452.78955,2.294921875,2.2705078125,2.0361328125
27172375,470,465,419,452.8729166667,2.294921875,2.2705078125,2.0458984375
27177376,470,465,418,452.9562666667,2.294921875,2.2705078125,2.041015625
27182377,471,465,418,453.0396166667,2.2998046875,2.2705078125,2.041015625
27187379,470,465,418,453.1229833333,2.294921875,2.2705078125,2.041015625
27192380,471,465,417,453.2063333333,2.2998046875,2.2705078125,2.0361328125
27197381,470,465,418,453.2896833333,2.294921875,2.2705078125,2.041015625
27202383,470,465,418,453.37305,2.294921875,2.2705078125,2.041015625
27207385,471,465,421,453.4564166667,2.2998046875,2.2705078125,2.0556640625
27212386,471,465,421,453.5397666667,2.2998046875,2.2705078125,2.0556640625
27217387,471,465,417,453.6231166667,2.2998046875,2.2705078125,2.0361328125
27222388,471,465,419,453.7064666667,2.2998046875,2.2705078125,2.0458984375
27227389,471,465,418,453.7898166667,2.2998046875,2.2705078125,2.041015625
27232392,470,465,417,453.8732,2.294921875,2.2705078125,2.0361328125
27237393,471,465,416,453.95655,2.2998046875,2.2705078125,2.03125
27242394,471,465,419,454.0399,2.2998046875,2.2705078125,2.0458984375
27247395,470,465,418,454.12325,2.294921875,2.2705078125,2.041015625
27252397,471,464,418,454.2066166667,2.2998046875,2.265625,2.041015625
27257398,470,465,418,454.2899666667,2.294921875,2.2705078125,2.041015625
27262399,470,465,420,454.3733166667,2.294921875,2.2705078125,2.05078125
27267401,471,465,419,454.4566833333,2.2998046875,2.2705078125,2.0458984375
27272402,471,464,417,454.5400333333,2.2998046875,2.265625,2.0361328125
27277404,470,464,418,454.6234,2.294921875,2.265625,2.041015625
27282405,470,465,420,454.70675,2.294921875,2.2705078125,2.05078125
27287406,470,465,417,454.7901,2.294921875,2.2705078125,2.0361328125
27292407,470,465,421,454.87345,2.294921875,2.2705078125,2.0556640625
27297410,471,464,418,454.9568333333,2.2998046875,2.265625,2.041015625
27302411,471,464,417,455.0401833333,2.2998046875,2.265625,2.0361328125
27307412,470,464,418,455.1235333333,2.294921875,2.265625,2.041015625
27312413,471,464,418,455.2068833333,2.2998046875,2.265625,2.041015625
27317414,470,464,420,455.2902333333,2.294921875,2.265625,2.05078125
27322416,470,465,417,455.3736,2.294921875,2.2705078125,2.0361328125
27327417,470,464,418,455.45695,2.294921875,2.265625,2.041015625
27332419,470,464,418,455.5403166667,2.294921875,2.265625,2.041015625
27337420,470,464,421,455.6236666667,2.294921875,2.265625,2.0556640625
27342422,470,465,418,455.7070333333,2.294921875,2.2705078125,2.041015625
27347423,471,464,418,455.7903833333,2.2998046875,2.265625,2.041015625
27352424,470,464,420,455.8737333333,2.294921875,2.265625,2.05078125
27357425,471,464,418,455.9570833333,2.2998046875,2.265625,2.041015625
27362427,470,464,417,456.04045,2.294921875,2.265625,2.0361328125
27367429,470,464,417,456.1238166667,2.294921875,2.265625,2.0361328125
27372430,470,464,418,456.2071666667,2.294921875,2.265625,2.041015625
27377431,470,464,419,456.2905166667,2.294921875,2.265625,2.0458984375
27382432,471,464,417,456.3738666667,2.2998046875,2.265625,2.0361328125
27387433,470,464,417,456.4572166667,2.294921875,2.265625,2.0361328125
27392436,471,464,418,456.5406,2.2998046875,2.265625,2.041015625
27397437,470,464,421,456.62395,2.294921875,2.265625,2.0556640625
27402438,470,464,418,456.7073,2.294921875,2.265625,2.041015625
27407439,470,464,418,456.79065,2.294921875,2.265625,2.041015625
27412441,470,463,418,456.8740166667,2.294921875,2.2607421875,2.041015625
27417442,471,464,417,456.9573666667,2.2998046875,2.265625,2.0361328125
27422444,470,464,419,457.0407333333,2.294921875,2.265625,2.0458984375
27427445,470,463,417,457.1240833333,2.294921875,2.2607421875,2.0361328125
27432446,470,464,421,457.2074333333,2.294921875,2.265625,2.0556640625
27437448,470,464,418,457.2908,2.294921875,2.265625,2.041015625
27442449,470,464,417,457.37415,2.294921875,2.265625,2.0361328125
27447450,470,464,419,457.4575,2.294921875,2.265625,2.0458984375
27452451,471,464,418,457.54085,2.2998046875,2.265625,2.041015625
27457454,471,464,418,457.6242333333,2.2998046875,2.265625,2.041015625
27462455,470,464,421,457.7075833333,2.294921875,2.265625,2.0556640625
27467456,470,463,418,457.7909333333,2.294921875,2.2607421875,2.041015625
27472457,470,464,421,457.8742833333,2.294921875,2.265625,2.0556640625
27477458,470,464,418,457.9576333333,2.294921875,2.265625,2.041015625
27482460,470,464,418,458.041,2.294921875,2.265625,2.041015625
27487462,470,463,417,458.1243666667,2.294921875,2.2607421875,2.0361328125
27492463,471,464,417,458.2077166667,2.2998046875,2.265625,2.0361328125
27497464,471,464,417,458.2910666667,2.2998046875,2.265625,2.0361328125
27502466,470,463,417,458.3744333333,2.294921875,2.2607421875,2.0361328125
27507467,470,464,419,458.4577833333,2.294921875,2.265625,2.0458984375
27512468,470,463,419,458.5411333333,2.294921875,2.2607421875,2.0458984375
27517470,470,463,417,458.6245,2.294921875,2.2607421875,2.0361328125
27522471,470,463,418,458.70785,2.294921875,2.2607421875,2.041015625
27527473,471,464,422,458.7912166667,2.2998046875,2.265625,2.060546875
27532474,470,464,418,458.8745666667,2.294921875,2.265625,2.041015625
27537475,470,464,421,458.9579166667,2.294921875,2.265625,2.0556640625
27542476,470,464,419,459.0412666667,2.294921875,2.265625,2.0458984375
27547478,470,463,418,459.1246333333,2.294921875,2.2607421875,2.041015625
27552480,470,463,418,459.208,2.294921875,2.2607421875,2.041015625
27557481,470,463,417,459.29135,2.294921875,2.2607421875,2.0361328125
27562482,471,464,417,459.3747,2.2998046875,2.265625,2.0361328125
27567483,470,463,417,459.45805,2.294921875,2.2607421875,2.0361328125
27572485,470,463,418,459.5414166667,2.294921875,2.2607421875,2.041015625
27577486,470,463,418,459.6247666667,2.294921875,2.2607421875,2.041015625
27582488,470,463,418,459.7081333333,2.294921875,2.2607421875,2.041015625
27587489,470,463,417,459.7914833333,2.294921875,2.2607421875,2.0361328125
27592491,470,464,420,459.87485,2.294921875,2.265625,2.05078125
27597492,470,463,418,459.9582,2.294921875,2.2607421875,2.041015625
27602493,470,463,419,460.04155,2.294921875,2.2607421875,2.0458984375
27607494,470,463,422,460.1249,2.294921875,2.2607421875,2.060546875
27612496,471,463,418,460.2082666667,2.2998046875,2.2607421875,2.041015625
27617498,470,463,417,460.2916333333,2.294921875,2.2607421875,2.0361328125
27622499,470,463,417,460.3749833333,2.294921875,2.2607421875,2.0361328125
27627500,470,463,419,460.4583333333,2.294921875,2.2607421875,2.0458984375
27632501,470,463,419,460.5416833333,2.294921875,2.2607421875,2.0458984375
27637502,470,463,419,460.6250333333,2.294921875,2.2607421875,2.0458984375
27642504,470,464,418,460.7084,2.294921875,2.265625,2.041015625
27647506,470,463,418,460.7917666667,2.294921875,2.2607421875,2.041015625
27652507,470,464,417,460.8751166667,2.294921875,2.265625,2.0361328125
27657508,470,463,422,460.9584666667,2.294921875,2.2607421875,2.060546875
27662510,470,463,418,461.0418333333,2.294921875,2.2607421875,2.041015625
27667511,470,463,418,461.1251833333,2.294921875,2.2607421875,2.041015625
27672512,470,463,420,461.2085333333,2.294921875,2.2607421875,2.05078125
27677514,470,463,419,461.2919,2.294921875,2.2607421875,2.0458984375
27682515,470,463,420,461.37525,2.294921875,2.2607421875,2.05078125
27687517,470,463,420,461.4586166667,2.294921875,2.2607421875,2.05078125
27692518,470,463,419,461.5419666667,2.294921875,2.2607421875,2.0458984375
27697519,471,463,420,461.6253166667,2.2998046875,2.2607421875,2.05078125
27702520,470,464,420,461.7086666667,2.294921875,2.265625,2.05078125
27707523,470,463,418,461.79205,2.294921875,2.2607421875,2.041015625
27712524,470,463,418,461.8754,2.294921875,2.2607421875,2.041015625
27717525,470,463,418,461.95875,2.294921875,2.2607421875,2.041015625
27722526,470,463,417,462.0421,2.294921875,2.2607421875,2.0361328125
27727527,471,463,419,462.12545,2.2998046875,2.2607421875,2.0458984375
27732529,470,463,418,462.2088166667,2.294921875,2.2607421875,2.041015625
27737531,470,463,417,462.2921833333,2.294921875,2.2607421875,2.0361328125
27742532,470,463,418,462.3755333333,2.294921875,2.2607421875,2.041015625
27747533,470,463,421,462.4588833333,2.294921875,2.2607421875,2.0556640625
27752535,470,463,417,462.54225,2.294921875,2.2607421875,2.0361328125
27757536,470,463,418,462.6256,2.294921875,2.2607421875,2.041015625
27762537,470,463,418,462.70895,2.294921875,2.2607421875,2.041015625
27767538,470,463,421,462.7923,2.294921875,2.2607421875,2.0556640625
27772540,470,462,418,462.8756666667,2.294921875,2.255859375,2.041015625
27777542,470,463,420,462.9590333333,2.294921875,2.2607421875,2.05078125
27782543,470,463,417,463.0423833333,2.294921875,2.2607421875,2.0361328125
27787544,470,462,421,463.1257333333,2.294921875,2.255859375,2.0556640625
27792545,470,463,419,463.2090833333,2.294921875,2.2607421875,2.0458984375
27797547,470,462,419,463.29245,2.294921875,2.255859375,2.0458984375
27802549,470,463,417,463.3758166667,2.294921875,2.2607421875,2.0361328125
27807550,470,463,417,463.4591666667,2.294921875,2.2607421875,2.0361328125
27812551,470,463,417,463.5425166667,2.294921875,2.2607421875,2.0361328125
27817552,470,462,418,463.6258666667,2.294921875,2.255859375,2.041015625
27822554,471,462,418,463.7092333333,2.2998046875,2.255859375,2.041015625
27827555,470,463,418,463.7925833333,2.294921875,2.2607421875,2.041015625
27832557,470,463,421,463.87595,2.294921875,2.2607421875,2.0556640625
27837558,470,462,417,463.9593,2.294921875,2.255859375,2.0361328125
27842560,470,463,417,464.0426666667,2.294921875,2.2607421875,2.0361328125
27847561,470,463,421,464.1260166667,2.294921875,2.2607421875,2.0556640625
27852562,470,462,418,464.2093666667,2.294921875,2.255859375,2.041015625
27857563,470,462,421,464.2927166667,2.294921875,2.255859375,2.0556640625
27862565,470,463,420,464.3760833333,2.294921875,2.2607421875,2.05078125
27867567,471,462,418,464.45945,2.2998046875,2.255859375,2.041015625
27872568,470,462,419,464.5428,2.294921875,2.255859375,2.0458984375
27877569,470,462,417,464.62615,2.294921875,2.255859375,2.0361328125
27882570,470,462,420,464.7095,2.294921875,2.255859375,2.05078125
27887571,470,462,418,464.79285,2.294921875,2.255859375,2.041015625
27892573,470,462,417,464.8762166667,2.294921875,2.255859375,2.0361328125
27897575,470,462,420,464.9595833333,2.294921875,2.255859375,2.05078125
27902576,470,462,418,465.0429333333,2.294921875,2.255859375,2.041015625
27907577,470,462,417,465.1262833333,2.294921875,2.255859375,2.0361328125
27912579,470,462,422,465.20965,2.294921875,2.255859375,2.060546875
27917580,470,462,419,465.293,2.294921875,2.255859375,2.0458984375
27922581,470,462,418,465.37635,2.294921875,2.255859375,2.041015625
27927583,470,462,419,465.4597166667,2.294921875,2.255859375,2.0458984375
27932584,470,462,420,465.5430666667,2.294921875,2.255859375,2.05078125
27937586,470,463,419,465.6264333333,2.294921875,2.2607421875,2.0458984375
27942587,470,462,418,465.7097833333,2.294921875,2.255859375,2.041015625
27947588,470,463,420,465.7931333333,2.294921875,2.2607421875,2.05078125
27952589,470,462,417,465.8764833333,2.294921875,2.255859375,2.0361328125
27957592,470,462,421,465.9598666667,2.294921875,2.255859375,2.0556640625
27962593,471,462,420,466.0432166667,2.2998046875,2.255859375,2.05078125
27967594,470,462,418,466.1265666667,2.294921875,2.255859375,2.041015625
27972595,470,462,418,466.2099166667,2.294921875,2.255859375,2.041015625
27977596,470,462,417,466.2932666667,2.294921875,2.255859375,2.0361328125
27982598,470,462,420,466.3766333333,2.294921875,2.255859375,2.05078125
27987599,470,462,418,466.4599833333,2.294921875,2.255859375,2.041015625
27992601,470,462,418,466.54335,2.294921875,2.255859375,2.041015625
27997602,470,462,420,466.6267,2.294921875,2.255859375,2.05078125
28002604,470,462,418,466.7100666667,2.294921875,2.255859375,2.041015625
28007605,470,462,418,466.7934166667,2.294921875,2.255859375,2.041015625
28012606,470,462,418,466.8767666667,2.294921875,2.255859375,2.041015625
28017607,470,461,418,466.9601166667,2.294921875,2.2509765625,2.041015625
28022609,470,461,418,467.0434833333,2.294921875,2.2509765625,2.041015625
28027611,471,462,418,467.12685,2.2998046875,2.255859375,2.041015625
28032612,471,462,417,467.2102,2.2998046875,2.255859375,2.0361328125
28037613,470,462,417,467.29355,2.294921875,2.255859375,2.0361328125
28042614,470,461,418,467.3769,2.294921875,2.2509765625,2.041015625
28047616,470,462,418,467.4602666667,2.294921875,2.255859375,2.041015625
28052618,470,462,418,467.5436333333,2.294921875,2.255859375,2.041015625
28057619,470,462,420,467.6269833333,2.294921875,2.255859375,2.05078125
28062620,471,462,417,467.7103333333,2.2998046875,2.255859375,2.0361328125
28067621,470,462,417,467.7936833333,2.294921875,2.255859375,2.0361328125
28072623,470,462,418,467.87705,2.294921875,2.255859375,2.041015625
28077624,470,462,417,467.9604,2.294921875,2.255859375,2.0361328125
28082625,470,462,417,468.04375,2.294921875,2.255859375,2.0361328125
28087627,470,461,418,468.1271166667,2.294921875,2.2509765625,2.041015625
28092628,470,462,417,468.2104666667,2.294921875,2.255859375,2.0361328125
28097630,470,462,421,468.2938333333,2.294921875,2.255859375,2.0556640625
28102631,470,462,418,468.3771833333,2.294921875,2.255859375,2.041015625
28107632,470,461,418,468.4605333333,2.294921875,2.2509765625,2.041015625
28112633,470,461,418,468.5438833333,2.294921875,2.2509765625,2.041015625
28117636,470,462,419,468.6272666667,2.294921875,2.255859375,2.0458984375
28122637,470,462,418,468.7106166667,2.294921875,2.255859375,2.041015625
28127638,470,462,417,468.7939666667,2.294921875,2.255859375,2.0361328125
28132639,470,461,417,468.8773166667,2.294921875,2.2509765625,2.0361328125
28137640,470,461,418,468.9606666667,2.294921875,2.2509765625,2.041015625
28142642,470,461,418,469.0440333333,2.294921875,2.2509765625,2.041015625
28147644,470,461,417,469.1274,2.294921875,2.2509765625,2.0361328125
28152645,470,461,419,469.21075,2.294921875,2.2509765625,2.0458984375
28157646,470,461,419,469.2941,2.294921875,2.2509765625,2.0458984375
28162648,470,461,417,469.3774666667,2.294921875,2.2509765625,2.0361328125
28167649,470,461,419,469.4608166667,2.294921875,2.2509765625,2.0458984375
28172650,470,461,417,469.5441666667,2.294921875,2.2509765625,2.0361328125
28177651,470,462,417,469.6275166667,2.294921875,2.255859375,2.0361328125
28182653,470,462,420,469.7108833333,2.294921875,2.255859375,2.05078125
28187655,470,461,421,469.79425,2.294921875,2.2509765625,2.0556640625
28192656,470,461,417,469.8776,2.294921875,2.2509765625,2.0361328125
28197657,470,462,419,469.96095,2.294921875,2.255859375,2.0458984375
28202658,470,461,418,470.0443,2.294921875,2.2509765625,2.041015625
28207660,470,461,418,470.1276666667,2.294921875,2.2509765625,2.041015625
28212662,470,461,422,470.2110333333,2.294921875,2.2509765625,2.060546875
28217663,470,461,420,470.2943833333,2.294921875,2.2509765625,2.05078125
28222664,470,461,421,470.3777333333,2.294921875,2.2509765625,2.0556640625
28227665,470,461,418,470.4610833333,2.294921875,2.2509765625,2.041015625
28232667,470,461,418,470.54445,2.294921875,2.2509765625,2.041015625
28237668,470,461,419,470.6278,2.294921875,2.2509765625,2.0458984375
28242670,471,461,418,470.7111666667,2.2998046875,2.2509765625,2.041015625
28247671,470,461,417,470.7945166667,2.294921875,2.2509765625,2.0361328125
28252673,470,461,418,470.8778833333,2.294921875,2.2509765625,2.041015625
28257674,470,461,419,470.9612333333,2.294921875,2.2509765625,2.0458984375
28262675,470,462,420,471.0445833333,2.294921875,2.255859375,2.05078125
28267676,470,461,417,471.1279333333,2.294921875,2.2509765625,2.0361328125
28272677,470,461,419,471.2112833333,2.294921875,2.2509765625,2.0458984375
28277680,470,461,420,471.2946666667,2.294921875,2.2509765625,2.05078125
28282681,470,461,421,471.3780166667,2.294921875,2.2509765625,2.0556640625
28287682,470,461,419,471.4613666667,2.294921875,2.2509765625,2.0458984375
28292683,470,461,418,471.5447166667,2.294921875,2.2509765625,2.041015625
28297684,470,461,417,471.6280666667,2.294921875,2.2509765625,2.0361328125
28302686,470,461,418,471.7114333333,2.294921875,2.2509765625,2.041015625
28307688,470,461,418,471.7948,2.294921875,2.2509765625,2.041015625
28312689,470,461,420,471.87815,2.294921875,2.2509765625,2.05078125
28317690,470,461,420,471.9615,2.294921875,2.2509765625,2.05078125
28322692,470,460,417,472.0448666667,2.294921875,2.24609375,2.0361328125
28327693,470,461,417,472.1282166667,2.294921875,2.2509765625,2.0361328125
28332694,470,460,419,472.2115666667,2.294921875,2.24609375,2.0458984375
28337695,470,460,418,472.2949166667,2.294921875,2.24609375,2.041015625
28342697,470,461,419,472.3782833333,2.294921875,2.2509765625,2.0458984375
28347699,470,461,417,472.46165,2.294921875,2.2509765625,2.0361328125
28352700,470,461,419,472.545,2.294921875,2.2509765625,2.0458984375
28357701,470,461,418,472.62835,2.294921875,2.2509765625,2.041015625
28362702,470,461,419,472.7117,2.294921875,2.2509765625,2.0458984375
28367704,470,461,417,472.7950666667,2.294921875,2.2509765625,2.0361328125
28372706,470,461,417,472.8784333333,2.294921875,2.2509765625,2.0361328125
28377707,470,461,420,472.9617833333,2.294921875,2.2509765625,2.05078125
28382708,470,461,418,473.0451333333,2.294921875,2.2509765625,2.041015625
28387709,470,461,417,473.1284833333,2.294921875,2.2509765625,2.0361328125
28392711,470,461,418,473.21185,2.294921875,2.2509765625,2.041015625
28397712,470,461,421,473.2952,2.294921875,2.2509765625,2.0556640625
28402714,470,461,421,473.3785666667,2.294921875,2.2509765625,2.0556640625
28407715,470,461,418,473.4619166667,2.294921875,2.2509765625,2.041015625
28412717,470,461,420,473.5452833333,2.294921875,2.2509765625,2.05078125
28417718,470,461,419,473.6286333333,2.294921875,2.2509765625,2.0458984375
28422719,470,461,421,473.7119833333,2.294921875,2.2509765625,2.0556640625
28427720,470,461,420,473.7953333333,2.294921875,2.2509765625,2.05078125
28432722,470,460,418,473.8787,2.294921875,2.24609375,2.041015625
28437724,470,461,418,473.9620666667,2.294921875,2.2509765625,2.041015625
28442725,470,460,418,474.0454166667,2.294921875,2.24609375,2.041015625
28447726,470,461,419,474.1287666667,2.294921875,2.2509765625,2.0458984375
28452727,470,461,418,474.2121166667,2.294921875,2.2509765625,2.041015625
28457729,470,460,418,474.2954833333,2.294921875,2.24609375,2.041015625
28462730,470,460,418,474.3788333333,2.294921875,2.24609375,2.041015625
28467732,470,461,420,474.4622,2.294921875,2.2509765625,2.05078125
28472733,470,461,418,474.54555,2.294921875,2.2509765625,2.041015625
28477734,470,460,418,474.6289,2.294921875,2.24609375,2.041015625
28482736,470,461,420,474.7122666667,2.294921875,2.2509765625,2.05078125
28487737,470,460,419,474.7956166667,2.294921875,2.24609375,2.0458984375
28492738,470,460,417,474.8789666667,2.294921875,2.24609375,2.0361328125
28497740,470,460,417,474.9623333333,2.294921875,2.24609375,2.0361328125
28502742,470,460,421,475.0457,2.294921875,2.24609375,2.0556640625
28507743,470,460,418,475.12905,2.294921875,2.24609375,2.041015625
28512744,470,461,418,475.2124,2.294921875,2.2509765625,2.041015625
28517745,470,461,418,475.29575,2.294921875,2.2509765625,2.041015625
28522746,470,460,418,475.3791,2.294921875,2.24609375,2.041015625
28527749,470,460,419,475.4624833333,2.294921875,2.24609375,2.0458984375
28532750,470,460,418,475.5458333333,2.294921875,2.24609375,2.041015625
28537751,470,460,418,475.6291833333,2.294921875,2.24609375,2.041015625
28542752,470,460,418,475.7125333333,2.294921875,2.24609375,2.041015625
28547753,470,461,418,475.7958833333,2.294921875,2.2509765625,2.041015625
28552755,470,460,421,475.87925,2.294921875,2.24609375,2.0556640625
28557756,470,460,417,475.9626,2.294921875,2.24609375,2.0361328125
28562758,470,460,421,476.0459666667,2.294921875,2.24609375,2.0556640625
28567759,470,460,418,476.1293166667,2.294921875,2.24609375,2.041015625
28572761,469,461,419,476.2126833333,2.2900390625,2.2509765625,2.0458984375
28577762,470,460,418,476.2960333333,2.294921875,2.24609375,2.041015625
28582763,470,461,420,476.3793833333,2.294921875,2.2509765625,2.05078125
28587764,471,460,422,476.4627333333,2.2998046875,2.24609375,2.060546875
28592766,470,460,417,476.5461,2.294921875,2.24609375,2.0361328125
28597768,470,461,418,476.6294666667,2.294921875,2.2509765625,2.041015625
28602769,470,460,418,476.7128166667,2.294921875,2.24609375,2.041015625
28607770,470,460,418,476.7961666667,2.294921875,2.24609375,2.041015625
28612771,470,460,420,476.8795166667,2.294921875,2.24609375,2.05078125
28617773,470,460,418,476.9628833333,2.294921875,2.24609375,2.041015625
28622775,470,460,419,477.04625,2.294921875,2.24609375,2.0458984375
28627776,470,460,422,477.1296,2.294921875,2.24609375,2.060546875
28632777,470,460,419,477.21295,2.294921875,2.24609375,2.0458984375
28637778,470,460,418,477.2963,2.294921875,2.24609375,2.041015625
28642780,470,460,419,477.3796666667,2.294921875,2.24609375,2.0458984375
28647781,470,460,422,477.4630166667,2.294921875,2.24609375,2.060546875
28652783,470,460,419,477.5463833333,2.294921875,2.24609375,2.0458984375
28657784,470,460,418,477.6297333333,2.294921875,2.24609375,2.041015625
28662786,470,460,418,477.7131,2.294921875,2.24609375,2.041015625
28667787,470,460,418,477.79645,2.294921875,2.24609375,2.041015625
28672788,469,460,420,477.8798,2.2900390625,2.24609375,2.05078125
28677789,470,460,418,477.96315,2.294921875,2.24609375,2.041015625
28682791,470,460,418,478.0465166667,2.294921875,2.24609375,2.041015625
28687793,470,460,418,478.1298833333,2.294921875,2.24609375,2.041015625
28692794,470,460,419,478.2132333333,2.294921875,2.24609375,2.0458984375
28697795,470,460,419,478.2965833333,2.294921875,2.24609375,2.0458984375
28702796,469,460,418,478.3799333333,2.2900390625,2.24609375,2.041015625
28707798,470,460,419,478.4633,2.294921875,2.24609375,2.0458984375
28712799,470,459,418,478.54665,2.294921875,2.2412109375,2.041015625
28717801,470,460,420,478.6300166667,2.294921875,2.24609375,2.05078125
28722802,470,460,418,478.7133666667,2.294921875,2.24609375,2.041015625
28727803,469,460,420,478.7967166667,2.2900390625,2.24609375,2.05078125
28732805,469,460,420,478.8800833333,2.2900390625,2.24609375,2.05078125
28737806,470,460,417,478.9634333333,2.294921875,2.24609375,2.0361328125
28742807,470,460,418,479.0467833333,2.294921875,2.24609375,2.041015625
28747809,470,460,418,479.13015,2.294921875,2.24609375,2.041015625
28752811,470,460,422,479.2135166667,2.294921875,2.24609375,2.060546875
28757812,470,460,420,479.2968666667,2.294921875,2.24609375,2.05078125
28762813,470,460,418,479.3802166667,2.294921875,2.24609375,2.041015625
28767814,471,460,418,479.4635666667,2.2998046875,2.24609375,2.041015625
28772815,470,460,421,479.5469166667,2.294921875,2.24609375,2.0556640625
28777818,470,460,419,479.6303,2.294921875,2.24609375,2.0458984375
28782819,469,460,417,479.71365,2.2900390625,2.24609375,2.0361328125
28787820,470,460,417,479.797,2.294921875,2.24609375,2.0361328125
28792821,470,460,420,479.88035,2.294921875,2.24609375,2.05078125
28797822,470,460,419,479.9637,2.294921875,2.24609375,2.0458984375
28802824,470,460,418,480.0470666667,2.294921875,2.24609375,2.041015625
28807825,469,460,418,480.1304166667,2.2900390625,2.24609375,2.041015625
28812827,470,460,418,480.2137833333,2.294921875,2.24609375,2.041015625
28817828,470,460,421,480.2971333333,2.294921875,2.24609375,2.0556640625
28822830,470,460,417,480.3805,2.294921875,2.24609375,2.0361328125
28827831,470,459,421,480.46385,2.294921875,2.2412109375,2.0556640625
28832832,470,459,421,480.5472,2.294921875,2.2412109375,2.0556640625
28837833,470,459,418,480.63055,2.294921875,2.2412109375,2.041015625
28842835,470,459,420,480.7139166667,2.294921875,2.2412109375,2.05078125
28847837,470,459,418,480.7972833333,2.294921875,2.2412109375,2.041015625
28852838,470,460,422,480.8806333333,2.294921875,2.24609375,2.060546875
28857839,470,460,418,480.9639833333,2.294921875,2.24609375,2.041015625
28862840,470,459,418,481.0473333333,2.294921875,2.2412109375,2.041015625
28867842,470,460,421,481.1307,2.294921875,2.24609375,2.0556640625
28872844,470,459,419,481.2140666667,2.294921875,2.2412109375,2.0458984375
28877845,470,459,419,481.2974166667,2.294921875,2.2412109375,2.0458984375
28882846,470,459,418,481.3807666667,2.294921875,2.2412109375,2.041015625
28887847,470,459,417,481.4641166667,2.294921875,2.2412109375,2.0361328125
28892849,470,460,418,481.5474833333,2.294921875,2.24609375,2.041015625
28897850,470,459,419,481.6308333333,2.294921875,2.2412109375,2.0458984375
28902851,470,460,422,481.7141833333,2.294921875,2.24609375,2.060546875
28907853,470,459,418,481.79755,2.294921875,2.2412109375,2.041015625
28912855,470,460,417,481.8809166667,2.294921875,2.24609375,2.0361328125
28917856,469,460,419,481.9642666667,2.2900390625,2.24609375,2.0458984375
28922857,469,459,418,482.0476166667,2.2900390625,2.2412109375,2.041015625
28927858,470,459,418,482.1309666667,2.294921875,2.2412109375,2.041015625
28932859,469,459,419,482.2143166667,2.2900390625,2.2412109375,2.0458984375
28937862,469,459,419,482.2977,2.2900390625,2.2412109375,2.0458984375
28942863,469,459,418,482.38105,2.2900390625,2.2412109375,2.041015625
28947864,470,460,418,482.4644,2.294921875,2.24609375,2.041015625
28952865,469,459,419,482.54775,2.2900390625,2.2412109375,2.0458984375
28957867,469,459,419,482.6311166667,2.2900390625,2.2412109375,2.0458984375
28962868,470,459,418,482.7144666667,2.294921875,2.2412109375,2.041015625
28967869,470,459,418,482.7978166667,2.294921875,2.2412109375,2.041015625
28972871,469,459,418,482.8811833333,2.2900390625,2.2412109375,2.041015625
28977872,470,459,418,482.9645333333,2.294921875,2.2412109375,2.041015625
28982874,470,459,417,483.0479,2.294921875,2.2412109375,2.0361328125
28987875,470,459,418,483.13125,2.294921875,2.2412109375,2.041015625
28992876,470,459,418,483.2146,2.294921875,2.2412109375,2.041015625
28997877,470,459,418,483.29795,2.294921875,2.2412109375,2.041015625
29002880,470,459,418,483.3813333333,2.294921875,2.2412109375,2.041015625
29007881,470,459,418,483.4646833333,2.294921875,2.2412109375,2.041015625
29012882,469,459,419,483.5480333333,2.2900390625,2.2412109375,2.0458984375
29017883,470,459,418,483.6313833333,2.294921875,2.2412109375,2.041015625
29022884,470,459,418,483.7147333333,2.294921875,2.2412109375,2.041015625
29027886,470,459,422,483.7981,2.294921875,2.2412109375,2.060546875
29032888,470,459,421,483.8814666667,2.294921875,2.2412109375,2.0556640625
29037889,469,459,421,483.9648166667,2.2900390625,2.2412109375,2.0556640625
29042890,469,459,419,484.0481666667,2.2900390625,2.2412109375,2.0458984375
29047891,469,459,419,484.1315166667,2.2900390625,2.2412109375,2.0458984375
29052893,470,459,418,484.2148833333,2.294921875,2.2412109375,2.041015625
29057894,470,459,418,484.2982333333,2.294921875,2.2412109375,2.041015625
29062895,470,459,418,484.3815833333,2.294921875,2.2412109375,2.041015625
29067897,470,459,418,484.46495,2.294921875,2.2412109375,2.041015625
29072899,470,458,418,484.5483166667,2.294921875,2.236328125,2.041015625
29077900,470,459,417,484.6316666667,2.294921875,2.2412109375,2.0361328125
29082901,470,459,418,484.7150166667,2.294921875,2.2412109375,2.041015625
29087902,470,459,418,484.7983666667,2.294921875,2.2412109375,2.041015625
